datum,titel,abstimmungstext,partei,parole
2024-09-22,"Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",SP,Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",SVP,Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz», Gegenvorschlag","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",,Volksinitiative
2024-09-22,"Volksinitiative «Uferschutz», Gegenvorschlag","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",AL,Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz», Gegenvorschlag","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?","Die Mitte",Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz», Gegenvorschlag","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",EVP,Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz», Gegenvorschlag","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",FDP,Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz», Gegenvorschlag","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",GLP,Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz», Gegenvorschlag","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?","Grüne",Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz», Gegenvorschlag","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",SP,Gegenvorschlag
2024-09-22,"Volksinitiative «Uferschutz», Gegenvorschlag","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?",SVP,Gegenvorschlag
2024-11-24,"A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)",AL,Ja
2024-11-24,"A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)","Die Mitte",Nein
2024-11-24,"A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)",EVP,Nein
2024-11-24,"A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)",FDP,Nein
2024-11-24,"A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)",GLP,Nein
2024-11-24,"A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)","Grüne",Ja
2024-11-24,"A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)",Ja,"A. Direkter Gegenvorschlag"
2024-11-24,"A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)",SP,Ja
2024-11-24,"A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?A. Direkter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Änderung der Gemeindeordnung)",SVP,Nein
2024-11-24,"Abgangsleistungen an Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Abgangsleistungen für Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)",AL,Ja
2024-11-24,"Abgangsleistungen an Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Abgangsleistungen für Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)","Die Mitte",Ja
2024-11-24,"Abgangsleistungen an Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Abgangsleistungen für Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)",EVP,Ja
2024-11-24,"Abgangsleistungen an Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Abgangsleistungen für Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)",FDP,Ja
2024-11-24,"Abgangsleistungen an Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Abgangsleistungen für Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)",GLP,Ja
2024-11-24,"Abgangsleistungen an Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Abgangsleistungen für Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)","Grüne",Ja
2024-11-24,"Abgangsleistungen an Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Abgangsleistungen für Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)",SP,Ja
2024-11-24,"Abgangsleistungen an Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Abgangsleistungen für Behördenmitglieder, Änderung der Verordnung über Abgangsleistungen für Behördenmitglieder und der Verordnung über das Arbeitsverhältnis des städtischen Personals (Personalrecht)",SVP,Nein
2024-11-24,"B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)",AL,Ja
2024-11-24,"B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)","Die Mitte",Nein
2024-11-24,"B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)",EVP,Nein
2024-11-24,"B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)",FDP,Nein
2024-11-24,"B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)",GLP,Nein
2024-11-24,"B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)","Grüne",Ja
2024-11-24,"B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)",SP,Ja
2024-11-24,"B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?B. Indirekter Gegenvorschlag zur Volksinitiative «Bezahlbare Wohnungen für Zürich» (Übertragung Vermögenswerte von 300 Millionen Franken zur Aufstockung der Stiftungskapitalien der vier städtischen Wohnbaustiftungen)",SVP,Nein
2024-11-24,"Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken",AL,Ja
2024-11-24,"Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken","Die Mitte",Ja
2024-11-24,"Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken",EVP,Ja
2024-11-24,"Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken",FDP,Ja
2024-11-24,"Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken",GLP,Ja
2024-11-24,"Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken","Grüne",Ja
2024-11-24,"Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken",SP,Ja
2024-11-24,"Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Ersatzneubau Rathausbrücke, Ausgaben von 58,345 Millionen Franken",SVP,Nein
2024-11-24,"Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten",AL,Nein
2024-11-24,"Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten","Die Mitte",Ja
2024-11-24,"Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten",EVP,Ja
2024-11-24,"Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten",FDP,Ja
2024-11-24,"Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten",GLP,Ja
2024-11-24,"Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten","Grüne",Nein
2024-11-24,"Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten",SP,Ja
2024-11-24,"Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Privater Gestaltungsplan «Areal VZA1», UBS-Gebäude in Altstetten",SVP,Ja
2024-11-24,"Volksinitiative «Tschüss Genderstern!»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Volksinitiative «Tschüss Genderstern!»",AL,Nein
2024-11-24,"Volksinitiative «Tschüss Genderstern!»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Volksinitiative «Tschüss Genderstern!»","Die Mitte",Ja
2024-11-24,"Volksinitiative «Tschüss Genderstern!»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Volksinitiative «Tschüss Genderstern!»",EVP,Ja
2024-11-24,"Volksinitiative «Tschüss Genderstern!»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Volksinitiative «Tschüss Genderstern!»",FDP,Ja
2024-11-24,"Volksinitiative «Tschüss Genderstern!»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Volksinitiative «Tschüss Genderstern!»",GLP,Nein
2024-11-24,"Volksinitiative «Tschüss Genderstern!»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Volksinitiative «Tschüss Genderstern!»","Grüne",Nein
2024-11-24,"Volksinitiative «Tschüss Genderstern!»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Volksinitiative «Tschüss Genderstern!»",SP,Nein
2024-11-24,"Volksinitiative «Tschüss Genderstern!»","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Volksinitiative «Tschüss Genderstern!»",SVP,Ja
2025-02-09,"Entschädigungen des Gemeinderats (Totalrevision der Entschädigungsverordnung des Gemeinderats)","Auf Ihrem Stimmzettel werden Sie gefragt: Wollen Sie die folgende Vorlage annehmen?Entschädigungsverordnung des Gemeinderats (EntschVO GR), Totalrevision",AL,Ja
